trade_index,timestamp,bucket_start_trade,bucket_abs_volume,bucket_net_volume,order_imbalance,bucket_number,vpin_daily,vpin_5day,vpin_7day
4,2025-03-01 01:36:00,4,1.2473973950191448,-1.2473973950191448,1.0,0,1.0,1.0,1.0
10,2025-03-01 02:05:00,9,1.2473973950191448,-1.1837786959526513,0.9489988520735069,1,0.9744994260367534,0.9744994260367534,0.9744994260367534
13,2025-03-01 02:17:00,11,1.2473973950191448,-1.2395507917063155,0.9937096202508032,2,0.9809028241081034,0.9809028241081034,0.9809028241081034
16,2025-03-01 08:01:00,13,1.2473973950191448,0.12790525289796242,0.10253769440972686,3,0.7613115416835092,0.7613115416835092,0.7613115416835092
22,2025-03-01 12:33:00,18,1.2473973950191448,0.04479484808951334,0.035910647455557526,4,0.6162313628379189,0.6162313628379189,0.6162313628379189
26,2025-03-01 15:24:00,21,1.2473973950191448,-1.1848167034493446,0.9498309906532716,5,0.6718313008071443,0.6718313008071443,0.6718313008071443
31,2025-03-01 16:35:00,25,1.2473973950191448,-1.1782843106691367,0.944594172934803,6,0.7107974253968098,0.7107974253968098,0.7107974253968098
34,2025-03-01 16:45:00,27,1.2473973950191448,-1.2015495658481492,0.9632452101038002,7,0.7423533984851837,0.7423533984851837,0.7423533984851837
35,2025-03-01 16:54:00,27,1.2473973950191448,-1.0550799129374746,0.8458250090551788,8,0.753850244104072,0.753850244104072,0.753850244104072
39,2025-03-01 17:26:00,30,1.2473973950191448,-0.9796141286695476,0.7853264184943345,9,0.7569978615430982,0.7569978615430982,0.7569978615430982
46,2025-03-01 19:43:00,36,1.2473973950191448,-0.8708750113625219,0.6981536235684986,10,0.7516483853635892,0.7516483853635892,0.7516483853635892
49,2025-03-01 19:54:00,38,1.2473973950191448,-1.1398358058173832,0.9137711930205604,11,0.7651586193350034,0.7651586193350034,0.7651586193350034
53,2025-03-01 22:09:00,41,1.2473973950191448,-0.9642893090452216,0.7730409834874009,12,0.7657649550390341,0.7657649550390341,0.7657649550390341
57,2025-03-02 06:14:00,44,1.2473973950191448,0.63913710078859,0.5123764915179903,13,0.7476657790732453,0.7476657790732453,0.7476657790732453
62,2025-03-02 11:27:00,48,1.2473973950191448,-0.1179287491593477,0.09453983921261737,14,0.7041240497492034,0.7041240497492034,0.7041240497492034
66,2025-03-02 14:46:00,51,1.2473973950191448,-0.2577221041895713,0.20660785826445938,15,0.6730292877814068,0.6730292877814068,0.6730292877814068
69,2025-03-02 14:54:00,53,1.2473973950191448,-1.0803066510295842,0.8660485065491129,16,0.6843833594736248,0.6843833594736248,0.6843833594736248
72,2025-03-02 15:12:00,55,1.2473973950191448,0.5107803530745272,0.40947684764620484,17,0.6691107754832126,0.6691107754832126,0.6691107754832126
72,2025-03-02 15:12:00,54,1.2473973950191448,0.9001875111124243,0.7216525501070238,18,0.6718761320423606,0.6718761320423606,0.6718761320423606
73,2025-03-02 15:13:00,54,1.2473973950191448,0.7792687545970638,0.624715714261295,19,0.6695181111533073,0.6695181111533073,0.6695181111533073
74,2025-03-02 15:14:00,54,1.2473973950191448,0.23669051146538722,0.18974747936021988,20,0.6466718905917317,0.6466718905917317,0.6466718905917317
75,2025-03-02 15:19:00,54,1.2473973950191448,-0.6987304854017194,0.5601506690584322,21,0.6427391077947635,0.6427391077947635,0.6427391077947635
78,2025-03-02 16:10:00,56,1.2473973950191448,-0.960423641041106,0.7699419967334192,22,0.6482696681834007,0.6482696681834007,0.6482696681834007
79,2025-03-02 16:11:00,56,1.2473973950191448,-1.0579678842615585,0.8481402065500714,23,0.656597607282012,0.656597607282012,0.656597607282012
80,2025-03-02 16:16:00,56,1.2473973950191448,-0.8006694321800079,0.6418719771077599,24,0.6560085820750419,0.6560085820750419,0.6560085820750419
82,2025-03-02 16:40:00,57,1.2473973950191448,-0.01885245624725468,0.015113432433426987,25,0.6313587686272875,0.6313587686272875,0.6313587686272875
82,2025-03-02 16:40:00,56,1.2473973950191448,-1.2028292701554728,0.9642711095584836,26,0.6436888553284429,0.6436888553284429,0.6436888553284429
82,2025-03-02 16:40:00,55,1.2473973950191448,-0.7954809240282988,0.6377125102270155,27,0.6434754144319633,0.6434754144319633,0.6434754144319633
83,2025-03-02 16:42:00,55,1.2473973950191448,-0.6362103099789861,0.5100301736394292,28,0.6388738544046346,0.6388738544046346,0.6388738544046346
83,2025-03-02 16:42:00,54,1.2473973950191448,-1.123851460067269,0.9009570362699214,29,0.6476099604668109,0.6476099604668109,0.6476099604668109
84,2025-03-02 16:43:00,54,1.2473973950191448,-0.915885260035658,0.7342369510252192,30,0.6504043795170821,0.6504043795170821,0.6504043795170821
84,2025-03-02 16:43:00,53,1.2473973950191448,-0.997683561496172,0.799812125213601,31,0.6550733715700983,0.6550733715700983,0.6550733715700983
84,2025-03-02 16:43:00,52,1.2473973950191448,-0.6708995215663534,0.5378394441460707,32,0.6515208283148246,0.6515208283148246,0.6515208283148246
85,2025-03-02 16:45:00,52,1.2473973950191448,0.49688431924907434,0.3983368261254452,33,0.644074240015137,0.644074240015137,0.644074240015137
85,2025-03-02 16:45:00,51,1.2473973950191448,0.8116937124112857,0.6507098023872561,34,0.6442638275114833,0.6442638275114833,0.6442638275114833
86,2025-03-02 17:28:00,51,1.2473973950191448,1.2098444897341316,0.969894994622434,35,0.6533091377090096,0.6533091377090096,0.6533091377090096
86,2025-03-02 17:28:00,50,1.2473973950191448,0.6781874861247782,0.5436819804440665,36,0.6503462415667138,0.6503462415667138,0.6503462415667138
