timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-05-28 00:04:00,2040770961850887976,-12087716567955539750921,86959.0,86975.0,86959.0,86975.0,2040770961850887976,0,133406816586903182667410
2025-05-28 00:05:00,1049608273350962166,-6205933095334060298014,86947.0,86947.0,86947.0,86947.0,1049608273350962166,0,133406816586903182667410
2025-05-28 00:06:00,1579776426640419168,-9326546933175774524358,86929.0,86929.0,86929.0,86929.0,1579776426640419168,0,133406816586903182667410
2025-05-28 00:07:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:08:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:09:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:10:00,9912500000000000,-58467269729033814718,86929.0,86929.0,86929.0,86929.0,9912500000000000,0,133406816586903182667410
2025-05-28 00:11:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:12:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:13:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:14:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:15:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:16:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:17:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:18:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:19:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:20:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:21:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:22:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:23:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:24:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:25:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:26:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:27:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:28:00,0,0,86929.0,86929.0,86929.0,86929.0,0,0,133406816586903182667410
2025-05-28 00:29:00,-17903702452623045762,110463044913271534177946,87133.0,87279.0,87133.0,87279.0,13117149680787912575,190008640190080002097152,138873614900858251830426
2025-05-28 00:30:00,0,0,87133.0,87133.0,87133.0,87133.0,0,0,138873614900858251830426
2025-05-28 00:31:00,0,0,87133.0,87133.0,87133.0,87133.0,0,0,138873614900858251830426
2025-05-28 00:32:00,1534270338849790872,-9228512950416773000000,87116.0,87116.0,87116.0,87116.0,1534270338849790872,0,138873614900858251830426
2025-05-28 00:33:00,0,0,87116.0,87116.0,87116.0,87116.0,0,0,138873614900858251830426
2025-05-28 00:34:00,0,0,87116.0,87116.0,87116.0,87116.0,0,0,138873614900858251830426
