timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-03-22 00:05:00,-53875289146597135,4895511195686041,-24015.0,-24015.0,-24015.0,-24015.0,0,4895511195686041,646586929104814087324275
2025-03-22 00:06:00,0,0,-24015.0,-24015.0,-24015.0,-24015.0,0,0,646586929104814087324275
2025-03-22 00:07:00,0,0,-24015.0,-24015.0,-24015.0,-24015.0,0,0,646586929104814087324275
2025-03-22 00:08:00,0,0,-24015.0,-24015.0,-24015.0,-24015.0,0,0,646586929104814087324275
2025-03-22 00:09:00,-526506987935480022736,47854087541523402504,-24010.0,-24010.0,-24010.0,-24010.0,0,47854087541523402504,646586929104814087324275
2025-03-22 00:10:00,-1227434939878998638623,111652413386266887662,-23999.0,-24003.0,-24003.0,-23999.0,0,111652413386266887662,646590633557053489133742
2025-03-22 00:11:00,-250746360000000000000,22824605750611538973,-23997.0,-23998.0,-23998.0,-23997.0,0,22824605750611538973,646590633557053489133742
2025-03-22 00:12:00,-167081400000000000000,15211824302551604058,-23995.0,-23996.0,-23996.0,-23995.0,0,15211824302551604058,646590633557053489133742
2025-03-22 00:13:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:14:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:15:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:16:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:17:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:18:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:19:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:20:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:21:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:22:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:23:00,0,0,-23995.0,-23995.0,-23995.0,-23995.0,0,0,646590633557053489133742
2025-03-22 00:24:00,-461909168636260825643,42066567400857268186,-23991.0,-23991.0,-23991.0,-23991.0,0,42066567400857268186,646590633557053489133742
2025-03-22 00:25:00,-413450585027048044312,37668756691249538456,-23987.0,-23987.0,-23987.0,-23987.0,0,37668756691249538456,646590633557053489133742
2025-03-22 00:26:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:27:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:28:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:29:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:30:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:31:00,0,0,-23987.0,-23987.0,-23987.0,-23987.0,0,0,646590633557053489133742
2025-03-22 00:32:00,-432728010871132060290,39440643788408007269,-23983.0,-23983.0,-23983.0,-23983.0,0,39440643788408007269,646590633557053489133742
2025-03-22 00:33:00,0,0,-23983.0,-23983.0,-23983.0,-23983.0,0,0,646590633557053489133742
2025-03-22 00:34:00,-83237170000000000000,7588409587051679527,-23982.0,-23982.0,-23982.0,-23982.0,0,7588409587051679527,646590633557053489133742
2025-03-22 00:35:00,-83269500000000000000,7591946389120843926,-23981.0,-23981.0,-23981.0,-23981.0,0,7591946389120843926,646590633557053489133742
2025-03-22 00:36:00,-251843579407714667983,22964972257929957070,-23979.0,-23980.0,-23980.0,-23979.0,0,22964972257929957070,646590633557053489133742
2025-03-22 00:37:00,0,0,-23979.0,-23979.0,-23979.0,-23979.0,0,0,646590633557053489133742
2025-03-22 00:38:00,-445219028085622978007,40611585370314255171,-23975.0,-23977.0,-23977.0,-23975.0,0,40611585370314255171,646590633557053489133742
