timestamp,last_price_impact,ILLIQ,abs_tradevolume
2025-03-01 00:01:00,0.001801530816305963,4.041431160105195,445.7655580255066
2025-03-01 00:04:00,0.0007002100350033125,3.88280892678427,180.3359496196544
2025-03-01 00:07:00,0.0003000300010000956,4.3728786688955354,68.61155401685879
2025-03-01 00:08:00,0.0,0.0,0.9663937167260173
2025-03-01 00:09:00,9.999999999998899e-05,3.825230573364486,26.142214980791046
2025-03-01 00:11:00,0.0002000099999999172,4.803092837139897,41.64191840168914
2025-03-01 00:12:00,9.999999999998899e-05,3.8264479441540766,26.13389792817272
2025-03-01 00:13:00,0.0007002100350035345,3.957596910083082,176.92808310506663
2025-03-01 00:14:00,0.00040006000400016895,4.030810365656113,99.25051483662376
2025-03-01 00:18:00,0.00040006000400016895,3.8903272094183943,102.83453870708684
2025-03-01 00:19:00,0.0006001500200012444,3.864395661969172,155.30242565675258
2025-03-01 00:20:00,0.0006001500200014664,3.8629685527704125,155.3597995435546
2025-03-01 00:25:00,0.0003000300010000956,5.021433604688576,59.74986918475908
2025-03-01 00:26:00,0.0002000099999999172,3.3459836287648637,59.776144234677226
2025-03-01 00:28:00,9.999999999998899e-05,3.8126396052314977,26.228547765903286
2025-03-01 00:29:00,0.00030003000099987354,3.8913373650730265,77.1020276198137
2025-03-01 00:30:00,0.0007002100350035345,4.133006616759341,169.41904524521757
2025-03-01 00:31:00,0.0,0.0,1.0090612130560928
2025-03-01 00:32:00,0.0007002100350033125,4.042837507943267,173.1976696138683
2025-03-01 00:33:00,0.0005001000100004482,4.465662687818116,111.98786047246053
2025-03-01 00:34:00,0.0005001000100004482,3.659746170181861,136.6488239198286
2025-03-01 00:35:00,0.0002000099999999172,4.053518325674768,49.34232040671053
2025-03-01 00:38:00,0.0005001000100004482,4.3743066692191075,114.32669170625962
2025-03-01 00:39:00,0.0009003600840125081,3.812813041529135,236.14063270498497
2025-03-01 00:40:00,0.0007002100350033125,3.991709095935864,175.41609826132557
2025-03-01 00:41:00,0.0003000300010000956,3.182527440210018,94.27412854617722
2025-03-01 00:42:00,0.0008002800560067413,3.896049254662754,205.4080951489445
2025-03-01 00:44:00,0.0004000600039999469,4.4666375393590325,89.56625660235596
2025-03-01 00:45:00,0.00010000000000021103,3.7764627436986338,26.479805783088946
2025-03-01 00:46:00,0.00030003000099987354,3.236472177278572,92.70279012630274
2025-03-01 00:49:00,0.0,0.0,1.2445241232478257
2025-03-01 00:50:00,0.00040006000400016895,4.3103826756245756,92.81310595983224
2025-03-01 00:51:00,9.999999999976694e-05,3.656030961510207,27.352065956919482
2025-03-01 00:56:00,0.0,0.0,1.3028877151981773
2025-03-01 00:59:00,0.0,0.0,0.5161604826655076
2025-03-01 01:31:00,0.0011992203638632182,3.9989946653892963,299.8804610174382
2025-03-01 01:34:00,0.0012990904548179083,3.9341263251375302,330.21066113643275
2025-03-01 01:37:00,0.0,0.0,5.850951741375969
2025-03-01 01:42:00,0.0008995501649505799,3.9433534219489843,228.1180682268092
2025-03-01 01:44:00,0.0009994502199284216,3.753031280071933,266.3047934706437
2025-03-01 01:45:00,0.0013989505597619134,4.109220092184875,340.4418669183744
2025-03-01 01:46:00,9.99900009998056e-05,2.31897214181507,43.11824156781071
2025-03-01 01:48:00,0.0006997200839788942,4.309192227153854,162.37848002456067
2025-03-01 01:56:00,0.0004998500349930879,3.9673206372196725,125.99184202650848
2025-03-01 01:58:00,0.0007996401199668046,4.362882413964169,183.28252840539926
2025-03-01 01:59:00,0.0006997200839790052,3.7167808536669877,188.25970955179108
2025-03-01 02:00:00,0.0012990904548177973,3.9946147174515234,325.21045124636913
2025-03-01 02:01:00,0.0007996401199670267,4.518986191977221,176.95122002954272
2025-03-01 02:07:00,0.0,0.0,0.6815341191700517
2025-03-01 02:10:00,0.0002000099999999172,4.695070422533267,42.6
2025-03-01 02:12:00,0.0008002800560069634,4.077208699455283,196.28135692781223
2025-03-01 02:13:00,0.0010993402858998635,3.931681736485936,279.6107008606535
2025-03-01 02:14:00,0.00030003000099987354,3.8624284057821145,77.67911000000001
2025-03-01 02:17:00,0.0008002800560069634,3.8512479176114143,207.79759525408735
2025-03-01 02:18:00,0.00020001000000013924,4.399044663249936,45.46669
2025-03-01 02:25:00,0.0,0.0,1.0179609
2025-03-01 02:30:00,9.999999999998899e-05,10.525986278347792,9.500297393099533
2025-03-01 02:35:00,0.0,0.0,0.6468226373996661
2025-03-01 02:37:00,0.0,0.0,0.563358
2025-03-01 02:44:00,0.0,0.0,0.5054880669566377
2025-03-01 02:47:00,0.0,0.0,3.2537865002271884
2025-03-01 03:00:00,0.0009994502199284216,4.325006316201188,231.086418575748
2025-03-01 03:01:00,0.0013989505597619134,3.913430937611588,357.47419133342595
2025-03-01 03:03:00,0.0005997900559874259,4.017401559765759,149.29800943831904
2025-03-01 03:06:00,9.999000099991662e-05,3.522534419272983,28.385812343759465
2025-03-01 03:45:00,0.0,0.0,1.58304
2025-03-01 03:53:00,9.999999999998899e-05,3.8919486140320383,25.694069967791663
2025-03-01 03:56:00,0.0007002100350035345,4.1078662727337125,170.45589815112388
2025-03-01 03:57:00,0.00030003000099987354,3.87582530353234,77.41060999999999
2025-03-01 04:04:00,0.0,0.0,2.288796138977332
2025-03-01 04:31:00,0.0007002100350033125,3.96196348385925,176.73308647490495
2025-03-01 04:36:00,0.0,0.0,3.318758716048628
2025-03-01 05:07:00,0.00010000000000021103,3.873760795441347,25.814707020085322
2025-03-01 05:17:00,0.0010004501200207017,4.085438332017834,244.88195359115127
