timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-05-24 00:07:00,-262376017434680237599,26688839419566773832,-22884.0,-22885.0,-22885.0,-22884.0,0,26688839419566773832,285070631498199546785982
2025-05-24 00:08:00,-995102376378975506500,101363997607336109554,-22862.0,-22881.0,-22881.0,-22862.0,0,101363997607336109554,285070631498199546785982
2025-05-24 00:09:00,-166337263726055859247,16965616194954264642,-22858.0,-22858.0,-22858.0,-22858.0,0,16965616194954264642,283448502469016042544900
2025-05-24 00:10:00,-58935964603323283823,6012713237671513088,-22857.0,-22857.0,-22857.0,-22857.0,0,6012713237671513088,283448502469016042544900
2025-05-24 00:11:00,-282369199813166095605,28823440903560942720,-22850.0,-22856.0,-22856.0,-22850.0,7768504352366800224,29611804295593120897,283448502469016042544900
2025-05-24 00:12:00,94999999999999999999,-9639678695456751432,-22853.0,-22853.0,-22853.0,-22853.0,94999999999999999999,0,283448502469016042544900
2025-05-24 00:13:00,-211131792474770686842,21555553683465195661,-22848.0,-22852.0,-22852.0,-22848.0,0,21555553683465195661,283448502469016042544900
2025-05-24 00:14:00,-29819239649580419910,3045228601150810624,-22847.0,-22847.0,-22847.0,-22847.0,0,3045228601150810624,283448502469016042544900
2025-05-24 00:15:00,0,0,-22847.0,-22847.0,-22847.0,-22847.0,0,0,283448502469016042544900
2025-05-24 00:16:00,94999999999999999999,-9642852658829965752,-22849.0,-22849.0,-22849.0,-22849.0,94999999999999999999,0,283448502469016042544900
2025-05-24 00:17:00,89999999999999999999,-9133437638552817344,-22851.0,-22851.0,-22851.0,-22851.0,89999999999999999999,0,283448502469016042544900
2025-05-24 00:18:00,0,0,-22851.0,-22851.0,-22851.0,-22851.0,0,0,283448502469016042544900
2025-05-24 00:19:00,0,0,-22851.0,-22851.0,-22851.0,-22851.0,0,0,283448502469016042544900
2025-05-24 00:20:00,-76462080363406587924,7806225016181278720,-22850.0,-22850.0,-22850.0,-22850.0,0,7806225016181278720,283448502469016042544900
