timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-04-14 00:00:00,1013898560,-633877164887325885,202562.0,202562.0,202562.0,202562.0,2239192997,767729648564886679,3710028362262359719
2025-04-14 00:01:00,27740166127,-17355052107038995343,202559.0,202562.0,202559.0,202563.0,36364941676,5404288124176723289,3740038566658487315
2025-04-14 00:02:00,-23169025876,14518159094648334470,202562.0,202563.0,202562.0,202563.0,6972706840,18882597360250780508,3710172708510958676
2025-04-14 00:03:00,161046737769,-100676728049058059546,202540.0,202551.0,202540.0,202551.0,183739823161,14190512977832220808,3740876165036079457
2025-04-14 00:04:00,-92670713577,57971807085492202928,202553.0,202540.0,202540.0,202553.0,0,57971807085492202928,3740800592214394201
2025-04-14 00:05:00,-78675421328,49273429926537275220,202563.0,202554.0,202554.0,202563.0,300922471,49461804685386405768,3710934734066865562
2025-04-14 00:06:00,95902132572,-59985196009688901400,202550.0,202563.0,202548.0,202563.0,111778902256,9936887000000000000,3740800592214394201
2025-04-14 00:07:00,137891687905,-86129348176826458617,202532.0,202550.0,202532.0,202550.0,138437288782,340953649108971412,4062233981720977085
2025-04-14 00:08:00,74910773398,-46719665399539271103,202523.0,202524.0,202522.0,202524.0,88841003220,8693453254261089275,4071474411943331826
2025-04-14 00:09:00,36668781772,-22827767009857088055,202518.0,202519.0,202513.0,202519.0,84616795388,29904941138232531698,4075946629679845459
2025-04-14 00:10:00,-70179316510,43797942324044243216,202527.0,202525.0,202525.0,202527.0,0,43797942324044243216,4071474411943331826
2025-04-14 00:11:00,109236227505,-68083688816309482886,202514.0,202523.0,202513.0,202523.0,116774560325,4700505666401577173,4075946629679845459
2025-04-14 00:12:00,87505021803,-54476472354222136077,202503.0,202514.0,202503.0,202514.0,89034102843,952447999223623349,4094185268990619684
2025-04-14 00:13:00,67954241173,-42264674809763758024,202495.0,202503.0,202495.0,202503.0,69707643191,1091874756722736783,4094185268990619684
2025-04-14 00:14:00,24942157289,-15485732242632106258,202492.0,202495.0,202488.0,202495.0,55275320637,18869970165842448598,4094185268990619684
2025-04-14 00:15:00,-31538917604,19663289720827548240,202495.0,202492.0,202492.0,202503.0,60392176333,57226957747464589000,4094185268990619684
2025-04-14 00:16:00,37082887029,-23047190105578559936,202491.0,202490.0,202490.0,202491.0,44351066461,4521394549872548287,4094185268990619684
2025-04-14 00:17:00,-82225722023,51179358806094920989,202501.0,202496.0,202496.0,202501.0,682426499,51603811809723052350,4094185268990619684
2025-04-14 00:18:00,184109222672,-114446737348181722226,202483.0,202499.0,202482.0,202499.0,189316109523,3236557430432269234,4103372159038970243
2025-04-14 00:19:00,34500252974,-21419820637740872478,202479.0,202482.0,202479.0,202482.0,34500252974,0,4104202639966265791
2025-04-14 00:20:00,345527116105,-214001275469262519502,202437.0,202465.0,202437.0,202465.0,391557861673,28491106486766906372,4077368161258793130
2025-04-14 00:21:00,175054566669,-108082560886078536683,202415.0,202428.0,202415.0,202429.0,188783008110,8487415278718515853,4077778583275526672
